relationship_id,person_id_a,person_id_b,relationship_type,case_id
REL01852,P00547,P01699,associate,CASE0240
REL01853,P01699,P00199,family,CASE0059
REL01854,P01099,P00192,employer,CASE0101
REL01855,P00066,P00448,family,CASE0064
REL01856,P01430,P01131,facilitator,CASE0149
REL01857,P01699,P00052,facilitator,CASE0081
REL01858,P01658,P01310,tenant,CASE0105
REL01859,P00190,P00741,employer,CASE0181
REL01860,P01752,P00736,family,CASE0167
REL01861,P00192,P00256,family,CASE0076
REL01862,P00164,P00736,employer,CASE0123
REL01863,P00741,P01828,associate,CASE0210
REL01864,P00207,P00542,facilitator,CASE0218
REL01865,P01709,P01564,facilitator,CASE0069
REL01866,P00210,P00929,tenant,CASE0217
REL01867,P01709,P01430,family,CASE0010
REL01868,P01131,P01919,employer,CASE0179
REL01869,P00179,P00334,family,CASE0045
REL01870,P00210,P00334,employer,CASE0093
REL01871,P01519,P00066,tenant,CASE0195
REL01872,P01752,P00256,business_partner,CASE0216
REL01873,P00601,P01267,employer,CASE0165
REL01874,P01699,P01653,family,CASE0124
REL01875,P00408,P00286,employer,CASE0122
REL01876,P01564,P00089,facilitator,CASE0024
REL01877,P00728,P00776,tenant,CASE0010
REL01878,P00094,P01699,business_partner,CASE0052
REL01879,P01919,P01233,employer,CASE0166
REL01880,P00192,P00467,associate,CASE0189
REL01881,P01736,P01386,associate,CASE0220
REL01882,P01099,P01117,employer,CASE0171
REL01883,P00229,P01765,facilitator,CASE0239
REL01884,P00062,P01752,tenant,CASE0002
REL01885,P01517,P00865,business_partner,CASE0148
REL01886,P00327,P01699,employer,CASE0231
REL01887,P00192,P00860,employer,CASE0040
REL01888,P01752,P01495,employer,CASE0148
REL01889,P00210,P00458,employer,CASE0013
REL01890,P01430,P00705,facilitator,CASE0054
REL01891,P01509,P00448,business_partner,CASE0155
REL01892,P00408,P00452,associate,CASE0101
REL01893,P01207,P01467,business_partner,CASE0107
REL01894,P01131,P00452,family,CASE0017
REL01895,P00865,P01210,associate,CASE0164
REL01896,P01437,P01331,tenant,CASE0232
REL01897,P00697,P00866,employer,CASE0030
REL01898,P00467,P00477,facilitator,CASE0148
REL01899,P00256,P00941,family,CASE0134
REL01900,P01467,P00210,facilitator,CASE0174
REL01901,P01302,P00441,facilitator,CASE0123
REL01902,P01355,P01781,tenant,CASE0183
REL01903,P00741,P00408,employer,CASE0072
REL01904,P01509,P00256,facilitator,CASE0183
REL01905,P01781,P01919,business_partner,CASE0172
REL01906,P00542,P00779,facilitator,CASE0047
REL01907,P01736,P00759,family,CASE0066
REL01908,P00164,P00860,associate,CASE0100
REL01909,P01993,P00865,family,CASE0129
REL01910,P01233,P00408,family,CASE0146
REL01911,P00759,P00179,employer,CASE0177
REL01912,P00564,P00705,facilitator,CASE0018
REL01913,P01331,P00564,tenant,CASE0225
REL01914,P00164,P00477,family,CASE0191
REL01915,P01658,P01099,employer,CASE0166
REL01916,P00441,P00448,business_partner,CASE0074
REL01917,P00210,P00941,tenant,CASE0054
REL01918,P01117,P01386,facilitator,CASE0152
REL01919,P00286,P00866,business_partner,CASE0074
REL01920,P01495,P00776,family,CASE0126
REL01921,P01438,P01233,associate,CASE0175
REL01922,P01555,P01781,family,CASE0045
REL01923,P00062,P01699,family,CASE0018
REL01924,P00458,P00467,associate,CASE0001
REL01925,P00502,P00448,employer,CASE0064
REL01926,P01775,P01814,family,CASE0198
REL01927,P00865,P00190,tenant,CASE0020
REL01928,P00452,P00697,facilitator,CASE0060
REL01929,P00210,P01099,tenant,CASE0030
REL01930,P01765,P01210,family,CASE0049
REL01931,P01438,P01331,tenant,CASE0061
REL01932,P00334,P00748,business_partner,CASE0014
REL01933,P00192,P00164,tenant,CASE0200
REL01934,P01653,P00779,family,CASE0140
REL01935,P01150,P01233,employer,CASE0173
REL01936,P00477,P01267,family,CASE0085
REL01937,P00441,P01993,associate,CASE0121
REL01938,P01993,P01183,facilitator,CASE0182
REL01939,P01814,P01035,associate,CASE0026
REL01940,P00467,P00334,employer,CASE0186
REL01941,P01331,P00564,family,CASE0028
REL01942,P00179,P01519,business_partner,CASE0153
REL01943,P00052,P00941,associate,CASE0069
REL01944,P00860,P01183,tenant,CASE0063
REL01945,P00394,P00430,employer,CASE0121
REL01946,P00055,P00779,family,CASE0107
REL01947,P01765,P01555,associate,CASE0178
REL01948,P00055,P00736,associate,CASE0165
REL01949,P01519,P00779,associate,CASE0187
REL01950,P00441,P00547,tenant,CASE0016
REL01951,P01150,P01765,family,CASE0136
REL01952,P00334,P00759,business_partner,CASE0174
REL01953,P00179,P00697,employer,CASE0164
REL01954,P01430,P00089,facilitator,CASE0211
REL01955,P00929,P00190,business_partner,CASE0171
REL01956,P01961,P00477,family,CASE0186
REL01957,P01517,P00866,associate,CASE0050
REL01958,P00467,P00192,employer,CASE0047
REL01959,P00736,P00441,family,CASE0157
REL01960,P01237,P01555,associate,CASE0145
REL01961,P00143,P00319,facilitator,CASE0231
REL01962,P00256,P01584,family,CASE0052
REL01963,P00430,P00570,tenant,CASE0068
REL01964,P01564,P01099,associate,CASE0016
REL01965,P01035,P00089,family,CASE0001
REL01966,P00052,P01331,employer,CASE0058
REL01967,P01288,P00941,business_partner,CASE0151
REL01968,P01555,P01509,tenant,CASE0197
REL01969,P00334,P01237,tenant,CASE0037
REL01970,P00547,P00229,facilitator,CASE0135
REL01971,P01699,P01495,facilitator,CASE0183
REL01972,P01373,P00199,tenant,CASE0095
REL01973,P01961,P01699,employer,CASE0212
REL01974,P00094,P01495,associate,CASE0223
REL01975,P01699,P01355,tenant,CASE0069
REL01976,P00547,P00394,associate,CASE0102
REL01977,P01430,P00256,facilitator,CASE0187
REL01978,P00776,P00865,business_partner,CASE0033
REL01979,P01495,P00199,tenant,CASE0052
REL01980,P00014,P00779,facilitator,CASE0097
REL01981,P01210,P01699,business_partner,CASE0028
REL01982,P00547,P01765,employer,CASE0046
REL01983,P01919,P01035,facilitator,CASE0128
REL01984,P01355,P01765,tenant,CASE0015
REL01985,P00570,P00542,family,CASE0039
REL01986,P00052,P01517,employer,CASE0197
REL01987,P00866,P01386,tenant,CASE0065
REL01988,P01288,P00192,tenant,CASE0180
REL01989,P00055,P00430,family,CASE0017
REL01990,P01183,P01736,associate,CASE0209
REL01991,P01302,P01781,associate,CASE0049
REL01992,P01699,P00776,facilitator,CASE0205
REL01993,P00199,P01035,business_partner,CASE0229
REL01994,P00776,P00542,employer,CASE0220
REL01995,P00728,P00458,family,CASE0158
REL01996,P01658,P01564,facilitator,CASE0152
REL01997,P00164,P00866,associate,CASE0055
REL01998,P01183,P01564,facilitator,CASE0053
REL01999,P01709,P00199,associate,CASE0046
REL02000,P00779,P01651,associate,CASE0022
REL02001,P01709,P01131,family,CASE0229
REL02002,P00705,P00441,employer,CASE0127
REL02003,P01210,P01752,associate,CASE0048
REL02004,P00697,P01889,tenant,CASE0207
REL02005,P00229,P00066,facilitator,CASE0220
REL02006,P01288,P00728,business_partner,CASE0088
REL02007,P00697,P00759,tenant,CASE0093
REL02008,P00052,P00601,associate,CASE0144
REL02009,P00190,P00089,facilitator,CASE0172
REL02010,P01233,P00779,business_partner,CASE0203
REL02011,P00502,P01331,facilitator,CASE0120
REL02012,P01709,P00052,tenant,CASE0214
REL02013,P01267,P01651,family,CASE0127
REL02014,P01373,P00452,family,CASE0023
REL02015,P01437,P01355,associate,CASE0006
REL02016,P01495,P00458,employer,CASE0058
REL02017,P01288,P01653,facilitator,CASE0204
REL02018,P00143,P00477,family,CASE0197
REL02019,P01386,P01651,family,CASE0122
REL02020,P00210,P00441,family,CASE0126
REL02021,P01430,P00089,family,CASE0179
REL02022,P01699,P00467,family,CASE0044
REL02023,P00741,P01699,family,CASE0162
REL02024,P00089,P00690,tenant,CASE0018
REL02025,P00066,P00055,tenant,CASE0230
REL02026,P01495,P00207,business_partner,CASE0171
REL02027,P01961,P00776,tenant,CASE0238
REL02028,P01709,P00327,family,CASE0007
REL02029,P01653,P01373,employer,CASE0214
REL02030,P01889,P00055,employer,CASE0077
REL02031,P01828,P01709,family,CASE0115
REL02032,P01210,P00286,business_partner,CASE0148
REL02033,P00570,P01233,family,CASE0020
REL02034,P00601,P00199,family,CASE0193
REL02035,P01233,P00062,family,CASE0208
REL02036,P01519,P00286,tenant,CASE0174
REL02037,P00748,P01651,facilitator,CASE0204
REL02038,P01183,P01564,family,CASE0232
REL02039,P01355,P00860,business_partner,CASE0086
REL02040,P01509,P00062,family,CASE0116
REL02041,P01752,P01919,employer,CASE0206
REL02042,P01131,P00207,facilitator,CASE0167
REL02043,P01993,P00929,tenant,CASE0084
REL02044,P01302,P00143,tenant,CASE0074
REL02045,P01709,P01302,tenant,CASE0029
REL02046,P01207,P00286,tenant,CASE0102
REL02047,P00564,P00779,business_partner,CASE0021
REL02048,P01288,P01302,associate,CASE0073
REL02049,P01658,P00448,facilitator,CASE0017
REL02050,P00441,P00477,family,CASE0198
REL02051,P01373,P00319,tenant,CASE0023
REL02052,P01736,P01781,facilitator,CASE0020
REL02053,P01519,P01207,associate,CASE0016
REL02054,P01131,P00430,associate,CASE0194
REL02055,P00705,P00741,facilitator,CASE0096
REL02056,P00690,P00199,facilitator,CASE0225
REL02057,P00502,P01438,tenant,CASE0022
REL02058,P01233,P00192,business_partner,CASE0206
REL02059,P01035,P00564,family,CASE0024
REL02060,P01765,P00430,tenant,CASE0117
REL02061,P01993,P00690,family,CASE0221
REL02062,P00542,P00748,tenant,CASE0232
REL02063,P01331,P01658,tenant,CASE0037
REL02064,P00229,P01117,facilitator,CASE0174
REL02065,P00143,P01814,facilitator,CASE0127
REL02066,P00458,P00547,family,CASE0210
REL02067,P00458,P00394,employer,CASE0174
REL02068,P01889,P00319,family,CASE0033
REL02069,P00066,P00502,tenant,CASE0014
REL02070,P01651,P01310,facilitator,CASE0119
REL02071,P00860,P01651,employer,CASE0042
REL02072,P00728,P00593,facilitator,CASE0191
REL02073,P00697,P01438,associate,CASE0212
REL02074,P01117,P01443,family,CASE0035
REL02075,P01331,P00143,family,CASE0096
REL02076,P01828,P00199,business_partner,CASE0092
REL02077,P01373,P00866,family,CASE0073
REL02078,P01150,P00728,facilitator,CASE0118
REL02079,P00547,P00062,tenant,CASE0213
REL02080,P01099,P00207,employer,CASE0129
REL02081,P00860,P00408,facilitator,CASE0113
REL02082,P01564,P01150,business_partner,CASE0161
REL02083,P01035,P00593,family,CASE0072
REL02084,P00865,P01386,family,CASE0008
REL02085,P01117,P01828,family,CASE0093
REL02086,P00190,P00052,business_partner,CASE0055
REL02087,P00542,P01564,employer,CASE0137
REL02088,P00547,P00759,employer,CASE0204
REL02089,P01919,P01386,employer,CASE0006
REL02090,P01651,P01653,associate,CASE0195
REL02091,P00690,P00256,employer,CASE0067
REL02092,P01517,P01430,tenant,CASE0105
REL02093,P00190,P00477,facilitator,CASE0058
REL02094,P01889,P01183,associate,CASE0132
REL02095,P01386,P01709,associate,CASE0067
REL02096,P01519,P00066,business_partner,CASE0200
REL02097,P00776,P00094,employer,CASE0173
REL02098,P01210,P00467,employer,CASE0051
REL02099,P00334,P01775,facilitator,CASE0204
REL02100,P00697,P01765,family,CASE0004
REL02101,P00448,P01099,employer,CASE0115
REL02102,P00207,P00547,tenant,CASE0038
REL02103,P00066,P00162,facilitator,CASE0238
REL02104,P01035,P01564,business_partner,CASE0123
REL02105,P01035,P00394,tenant,CASE0180
REL02106,P00705,P01233,facilitator,CASE0127
REL02107,P01131,P01752,family,CASE0143
REL02108,P01752,P00164,facilitator,CASE0057
REL02109,P00593,P00210,employer,CASE0074
REL02110,P00408,P01237,associate,CASE0105
REL02111,P01961,P00748,facilitator,CASE0123
REL02112,P00164,P01509,family,CASE0162
REL02113,P00327,P01331,facilitator,CASE0212
REL02114,P01736,P01814,facilitator,CASE0199
REL02115,P00542,P00601,family,CASE0140
REL02116,P00256,P01131,tenant,CASE0094
REL02117,P01653,P01509,employer,CASE0132
REL02118,P00467,P00164,employer,CASE0071
REL02119,P01355,P00327,employer,CASE0097
REL02120,P01709,P01373,associate,CASE0225
REL02121,P01993,P00143,associate,CASE0076
REL02122,P01517,P01355,family,CASE0229
REL02123,P00014,P00286,family,CASE0088
REL02124,P01519,P00014,employer,CASE0136
REL02125,P01709,P01467,business_partner,CASE0105
REL02126,P00759,P00199,tenant,CASE0207
REL02127,P00779,P00164,employer,CASE0098
REL02128,P01658,P00441,business_partner,CASE0170
REL02129,P00319,P00776,business_partner,CASE0067
REL02130,P00430,P01438,facilitator,CASE0227
REL02131,P00593,P00164,employer,CASE0194
REL02132,P00014,P00741,family,CASE0233
REL02133,P01310,P01237,family,CASE0198
REL02134,P00055,P00179,business_partner,CASE0185
REL02135,P00865,P01373,family,CASE0018
REL02136,P00286,P00593,facilitator,CASE0168
REL02137,P00448,P01651,facilitator,CASE0039
REL02138,P00055,P01443,family,CASE0018
REL02139,P01736,P01651,employer,CASE0056
REL02140,P01355,P01765,tenant,CASE0007
REL02141,P00256,P01651,family,CASE0037
REL02142,P01237,P01288,employer,CASE0145
REL02143,P00229,P00319,tenant,CASE0042
REL02144,P00467,P01653,associate,CASE0011
REL02145,P00502,P01699,facilitator,CASE0025
REL02146,P01495,P00179,associate,CASE0205
REL02147,P00327,P01035,facilitator,CASE0230
REL02148,P00776,P00593,family,CASE0017
REL02149,P00690,P00860,employer,CASE0213
REL02150,P01961,P01035,associate,CASE0099
REL02151,P01584,P00542,employer,CASE0038
REL02152,P01517,P00741,family,CASE0160
REL02153,P00477,P01386,facilitator,CASE0209
REL02154,P00542,P00394,employer,CASE0230
REL02155,P00593,P00143,associate,CASE0129
REL02156,P01302,P01993,employer,CASE0176
REL02157,P01509,P00179,employer,CASE0077
REL02158,P00408,P00014,employer,CASE0094
REL02159,P00394,P00728,employer,CASE0185
REL02160,P01919,P00502,employer,CASE0051
REL02161,P01752,P01310,facilitator,CASE0003
REL02162,P00430,P00162,associate,CASE0108
REL02163,P00408,P00190,family,CASE0179
REL02164,P01709,P01519,associate,CASE0146
REL02165,P01495,P01555,employer,CASE0101
REL02166,P00327,P00334,tenant,CASE0002
REL02167,P00941,P00467,facilitator,CASE0077
REL02168,P01919,P01210,facilitator,CASE0002
REL02169,P00210,P01651,facilitator,CASE0196
REL02170,P00477,P00920,family,CASE0200
REL02171,P00748,P00327,employer,CASE0171
REL02172,P01207,P00929,business_partner,CASE0048
REL02173,P01099,P00570,tenant,CASE0051
REL02174,P01430,P00143,facilitator,CASE0113
REL02175,P00162,P00458,family,CASE0155
REL02176,P01775,P01658,employer,CASE0087
REL02177,P01765,P00477,facilitator,CASE0191
REL02178,P00467,P00741,employer,CASE0054
REL02179,P01658,P00860,associate,CASE0013
REL02180,P00779,P01919,associate,CASE0138
REL02181,P00690,P01736,business_partner,CASE0013
REL02182,P00860,P01302,business_partner,CASE0079
REL02183,P00448,P00748,associate,CASE0010
REL02184,P01386,P00941,facilitator,CASE0142
REL02185,P00502,P01653,tenant,CASE0090
REL02186,P01373,P00779,associate,CASE0041
REL02187,P01564,P01495,tenant,CASE0006
REL02188,P00941,P00759,associate,CASE0012
REL02189,P00190,P00736,facilitator,CASE0156
REL02190,P00736,P01386,tenant,CASE0043
REL02191,P01519,P01373,tenant,CASE0112
REL02192,P01099,P01709,associate,CASE0154
REL02193,P00741,P00860,family,CASE0091
REL02194,P01430,P01302,family,CASE0168
REL02195,P00593,P01814,tenant,CASE0197
REL02196,P01517,P01658,business_partner,CASE0103
REL02197,P00941,P00929,family,CASE0124
REL02198,P00394,P00593,family,CASE0139
REL02199,P00094,P01775,business_partner,CASE0169
REL02200,P01653,P01267,associate,CASE0165
REL02201,P00430,P01131,employer,CASE0112
REL02202,P00779,P01555,associate,CASE0216
REL02203,P01210,P01288,family,CASE0174
REL02204,P00697,P00502,business_partner,CASE0143
REL02205,P00441,P01302,facilitator,CASE0054
REL02206,P00570,P01828,facilitator,CASE0135
REL02207,P00452,P00014,family,CASE0114
REL02208,P00199,P00334,business_partner,CASE0202
REL02209,P01709,P01386,facilitator,CASE0074
REL02210,P01709,P00759,facilitator,CASE0216
REL02211,P00601,P01775,family,CASE0019
REL02212,P01993,P01736,family,CASE0125
REL02213,P01961,P00570,family,CASE0238
REL02214,P00143,P00229,facilitator,CASE0217
REL02215,P01961,P01564,tenant,CASE0034
REL02216,P01288,P00179,facilitator,CASE0233
REL02217,P01775,P00066,tenant,CASE0176
REL02218,P01373,P01555,business_partner,CASE0061
REL02219,P01331,P00502,family,CASE0183
REL02220,P01699,P01519,associate,CASE0198
REL02221,P01752,P00430,family,CASE0021
REL02222,P00502,P01584,associate,CASE0148
REL02223,P00162,P00055,facilitator,CASE0196
REL02224,P01183,P00776,family,CASE0178
REL02225,P01210,P01386,tenant,CASE0193
REL02226,P00866,P00286,tenant,CASE0139
REL02227,P00593,P01210,tenant,CASE0175
REL02228,P00210,P01736,business_partner,CASE0238
REL02229,P01310,P01443,employer,CASE0143
REL02230,P00748,P01495,business_partner,CASE0040
REL02231,P00190,P01233,facilitator,CASE0161
REL02232,P00327,P00941,facilitator,CASE0161
REL02233,P00066,P01288,family,CASE0026
REL02234,P00448,P01519,business_partner,CASE0156
REL02235,P00179,P00334,tenant,CASE0206
REL02236,P01781,P01828,family,CASE0177
REL02237,P01961,P00467,associate,CASE0218
REL02238,P00052,P01150,tenant,CASE0074
REL02239,P00929,P01099,facilitator,CASE0155
REL02240,P01555,P00741,employer,CASE0182
REL02241,P00199,P01117,facilitator,CASE0023
REL02242,P01331,P00327,family,CASE0044
REL02243,P01237,P00448,tenant,CASE0143
REL02244,P00229,P01584,employer,CASE0225
REL02245,P01752,P01430,employer,CASE0234
REL02246,P01814,P00570,associate,CASE0063
REL02247,P01430,P01584,facilitator,CASE0113
REL02248,P00467,P00164,facilitator,CASE0216
REL02249,P01237,P00014,employer,CASE0114
REL02250,P00728,P01035,associate,CASE0079
REL02251,P01437,P01658,associate,CASE0073
REL02252,P01658,P01288,business_partner,CASE0140
REL02253,P00601,P00776,facilitator,CASE0035
REL02254,P00207,P00162,family,CASE0159
REL02255,P00697,P00570,family,CASE0089
REL02256,P00564,P00062,associate,CASE0112
REL02257,P00327,P01752,associate,CASE0164
REL02258,P01709,P01237,business_partner,CASE0195
REL02259,P01331,P01310,associate,CASE0153
REL02260,P00055,P01509,employer,CASE0008
REL02261,P01233,P00866,facilitator,CASE0015
REL02262,P01781,P00601,facilitator,CASE0091
REL02263,P00941,P00759,associate,CASE0029
REL02264,P00865,P00502,tenant,CASE0233
REL02265,P01814,P01653,facilitator,CASE0089
REL02266,P01814,P01207,family,CASE0018
REL02267,P01509,P01519,employer,CASE0195
REL02268,P01331,P01919,business_partner,CASE0118
REL02269,P01709,P00055,tenant,CASE0027
REL02270,P00564,P01699,business_partner,CASE0010
REL02271,P01267,P00256,facilitator,CASE0056
REL02272,P01131,P01765,tenant,CASE0062
REL02273,P01267,P00776,family,CASE0201
REL02274,P00860,P00448,facilitator,CASE0093
REL02275,P01736,P00441,family,CASE0089
REL02276,P01099,P00741,tenant,CASE0200
REL02277,P01430,P01437,family,CASE0202
REL02278,P01993,P01658,associate,CASE0113
REL02279,P00448,P00066,tenant,CASE0002
REL02280,P00164,P01752,tenant,CASE0191
REL02281,P00164,P00458,business_partner,CASE0211
REL02282,P01099,P01355,facilitator,CASE0224
REL02283,P00052,P00094,facilitator,CASE0059
REL02284,P00929,P01517,associate,CASE0094
REL02285,P00741,P00570,family,CASE0200
REL02286,P01035,P00143,family,CASE0112
REL02287,P01233,P00866,facilitator,CASE0174
REL02288,P00162,P00741,associate,CASE0144
REL02289,P01651,P00162,tenant,CASE0063
REL02290,P00502,P00190,facilitator,CASE0013
REL02291,P00564,P00467,business_partner,CASE0118
REL02292,P00570,P00865,business_partner,CASE0159
REL02293,P00190,P00452,associate,CASE0108
REL02294,P00430,P01288,associate,CASE0046
REL02295,P01373,P01651,tenant,CASE0105
REL02296,P00164,P01993,business_partner,CASE0209
REL02297,P01443,P01331,associate,CASE0150
REL02298,P00319,P00690,tenant,CASE0154
REL02299,P01302,P00741,business_partner,CASE0091
REL02300,P01237,P00697,tenant,CASE0152
REL02301,P01386,P01517,business_partner,CASE0118
REL02302,P01828,P00477,tenant,CASE0203
REL02303,P01267,P00143,facilitator,CASE0197
REL02304,P00408,P00759,business_partner,CASE0067
REL02305,P00564,P00055,tenant,CASE0107
REL02306,P01517,P01467,associate,CASE0231
REL02307,P01495,P01210,employer,CASE0220
REL02308,P01765,P00748,business_partner,CASE0205
REL02309,P01653,P00705,employer,CASE0194
REL02310,P01210,P01919,employer,CASE0156
REL02311,P00542,P00256,associate,CASE0228
REL02312,P00564,P01430,associate,CASE0150
REL02313,P00052,P01517,business_partner,CASE0148
REL02314,P00601,P01564,business_partner,CASE0065
REL02315,P00697,P00143,business_partner,CASE0111
REL02316,P00779,P00776,facilitator,CASE0090
REL02317,P01961,P00162,tenant,CASE0127
REL02318,P00207,P01233,associate,CASE0138
REL02319,P01919,P00256,family,CASE0189
REL02320,P00210,P00430,facilitator,CASE0006
REL02321,P00089,P01233,tenant,CASE0222
REL02322,P00210,P01814,business_partner,CASE0180
REL02323,P00256,P01233,employer,CASE0169
REL02324,P01355,P01233,associate,CASE0044
REL02325,P00229,P00860,facilitator,CASE0186
REL02326,P01814,P01310,facilitator,CASE0091
REL02327,P00570,P00143,family,CASE0125
REL02328,P01207,P00229,family,CASE0223
REL02329,P00564,P01288,facilitator,CASE0157
REL02330,P01775,P00143,facilitator,CASE0037
REL02331,P00860,P01653,family,CASE0028
REL02332,P01386,P00164,tenant,CASE0199
REL02333,P01386,P01443,family,CASE0077
REL02334,P00062,P01584,employer,CASE0127
REL02335,P01355,P01035,business_partner,CASE0173
REL02336,P00452,P01373,employer,CASE0165
REL02337,P00477,P00941,business_partner,CASE0081
REL02338,P01331,P01653,tenant,CASE0081
REL02339,P00564,P01517,facilitator,CASE0191
REL02340,P01035,P01207,associate,CASE0104
REL02341,P00055,P01310,tenant,CASE0006
REL02342,P00920,P00570,employer,CASE0209
REL02343,P01889,P00319,business_partner,CASE0170
REL02344,P00286,P00229,facilitator,CASE0182
REL02345,P00179,P01889,family,CASE0196
REL02346,P00210,P01736,business_partner,CASE0086
REL02347,P00062,P01709,tenant,CASE0013
REL02348,P00327,P00430,associate,CASE0116
REL02349,P01961,P01814,business_partner,CASE0235
REL02350,P00014,P00547,facilitator,CASE0155
REL02351,P00207,P00929,tenant,CASE0075
REL02352,P00286,P01035,associate,CASE0065
REL02353,P00014,P01331,facilitator,CASE0158
REL02354,P01781,P01509,facilitator,CASE0219
REL02355,P01183,P00759,family,CASE0061
REL02356,P00929,P00748,tenant,CASE0143
REL02357,P01509,P01781,employer,CASE0078
REL02358,P01709,P00502,family,CASE0043
REL02359,P01961,P00690,tenant,CASE0014
REL02360,P00162,P01150,tenant,CASE0054
REL02361,P00860,P00458,business_partner,CASE0197
REL02362,P01961,P00690,employer,CASE0011
REL02363,P00601,P00143,tenant,CASE0014
REL02364,P00929,P00477,tenant,CASE0210
REL02365,P00256,P01651,tenant,CASE0043
REL02366,P00477,P01331,family,CASE0207
REL02367,P00920,P01099,business_partner,CASE0104
REL02368,P00327,P00179,family,CASE0159
REL02369,P01438,P01519,tenant,CASE0234
REL02370,P00697,P00547,business_partner,CASE0014
REL02371,P01207,P01828,tenant,CASE0068
REL02372,P01651,P01889,tenant,CASE0205
REL02373,P00014,P00256,facilitator,CASE0231
REL02374,P01517,P00920,business_partner,CASE0156
REL02375,P00179,P01210,employer,CASE0021
REL02376,P01919,P00229,associate,CASE0077
REL02377,P00452,P00143,associate,CASE0202
REL02378,P00327,P01267,facilitator,CASE0220
REL02379,P00452,P01781,associate,CASE0099
REL02380,P01519,P00865,facilitator,CASE0133
REL02381,P00929,P01709,family,CASE0177
REL02382,P00477,P01267,associate,CASE0034
REL02383,P01131,P01183,business_partner,CASE0138
REL02384,P00697,P00452,associate,CASE0238
REL02385,P01519,P01302,tenant,CASE0045
REL02386,P00564,P00207,business_partner,CASE0234
REL02387,P01889,P00199,family,CASE0110
REL02388,P01495,P01437,tenant,CASE0238
REL02389,P01131,P01443,associate,CASE0169
REL02390,P00542,P00776,facilitator,CASE0079
REL02391,P01035,P00601,family,CASE0127
REL02392,P01828,P00502,tenant,CASE0180
REL02393,P01709,P00190,employer,CASE0126
REL02394,P00593,P01237,facilitator,CASE0218
REL02395,P00697,P00327,employer,CASE0098
REL02396,P01355,P00779,facilitator,CASE0085
REL02397,P00179,P00690,employer,CASE0183
REL02398,P00192,P00319,facilitator,CASE0189
REL02399,P00601,P00866,business_partner,CASE0129
REL02400,P00014,P01267,employer,CASE0141
REL02401,P00319,P00207,employer,CASE0161
REL02402,P01765,P00207,family,CASE0221
REL02403,P00736,P00327,facilitator,CASE0099
REL02404,P00697,P00319,business_partner,CASE0157
REL02405,P00199,P00736,facilitator,CASE0170
REL02406,P00601,P00441,family,CASE0149
REL02407,P01207,P00547,tenant,CASE0190
REL02408,P01736,P00062,tenant,CASE0181
REL02409,P01752,P01781,employer,CASE0113
REL02410,P00014,P01709,associate,CASE0104
REL02411,P01509,P00164,facilitator,CASE0129
REL02412,P00564,P01961,family,CASE0076
REL02413,P00741,P00190,employer,CASE0147
REL02414,P01653,P01889,family,CASE0146
REL02415,P00929,P01331,employer,CASE0114
REL02416,P01765,P00256,tenant,CASE0017
REL02417,P01373,P01781,tenant,CASE0076
REL02418,P00547,P00430,employer,CASE0233
REL02419,P00865,P00860,family,CASE0119
REL02420,P01183,P00286,tenant,CASE0100
REL02421,P00601,P01775,associate,CASE0163
REL02422,P01993,P01438,family,CASE0212
REL02423,P00286,P00327,family,CASE0079
REL02424,P01517,P01889,family,CASE0225
REL02425,P01035,P01267,associate,CASE0202
REL02426,P00452,P00286,family,CASE0066
REL02427,P00190,P00199,tenant,CASE0175
REL02428,P01651,P01288,facilitator,CASE0218
REL02429,P00458,P00286,business_partner,CASE0088
REL02430,P00286,P01555,employer,CASE0087
REL02431,P00860,P00327,tenant,CASE0079
REL02432,P00066,P01310,tenant,CASE0117
REL02433,P01035,P01653,business_partner,CASE0125
REL02434,P00690,P01495,business_partner,CASE0109
REL02435,P00741,P01467,business_partner,CASE0147
REL02436,P01828,P00448,associate,CASE0013
REL02437,P01099,P01495,tenant,CASE0215
REL02438,P01781,P00741,tenant,CASE0190
REL02439,P01386,P01775,employer,CASE0208
REL02440,P00210,P00452,tenant,CASE0030
REL02441,P00199,P00192,tenant,CASE0075
REL02442,P00570,P01467,facilitator,CASE0162
REL02443,P00334,P00441,family,CASE0110
REL02444,P00728,P00705,facilitator,CASE0010
REL02445,P01288,P00207,business_partner,CASE0064
REL02446,P00542,P00210,family,CASE0009
REL02447,P01775,P00199,employer,CASE0114
REL02448,P00334,P00736,associate,CASE0235
REL02449,P01183,P00458,facilitator,CASE0147
REL02450,P00441,P00164,facilitator,CASE0134
REL02451,P00430,P01099,business_partner,CASE0232
REL02452,P00192,P01828,business_partner,CASE0187
REL02453,P01035,P00286,family,CASE0222
REL02454,P01310,P01237,associate,CASE0177
REL02455,P01210,P01653,associate,CASE0055
REL02456,P00448,P01099,tenant,CASE0041
REL02457,P00327,P01658,business_partner,CASE0177
REL02458,P01437,P01828,business_partner,CASE0115
REL02459,P01709,P00319,tenant,CASE0225
REL02460,P01889,P01653,employer,CASE0094
REL02461,P01889,P00014,associate,CASE0167
REL02462,P01302,P01355,business_partner,CASE0011
REL02463,P00779,P00502,business_partner,CASE0069
REL02464,P00776,P00334,business_partner,CASE0094
REL02465,P00448,P00920,family,CASE0233
REL02466,P01814,P01752,family,CASE0144
REL02467,P00062,P01443,family,CASE0117
REL02468,P00776,P00179,business_partner,CASE0025
