ownership_id,asset_type,asset_id,person_id,valid_from,valid_to
OWN01569,phone,PH01720,P00949,2018-01-25,
OWN01570,bank_account,A00578,P00426,2022-01-01,
OWN01571,bank_account,A00456,P00894,2020-12-22,
OWN01572,bank_account,A01820,P00498,2024-01-29,
OWN01573,vehicle,V00715,P01685,2022-06-17,
OWN01574,vehicle,V00598,P01090,2022-10-11,
OWN01575,vehicle,V00366,P00542,2024-02-08,
OWN01576,vehicle,V00810,P01273,2024-11-23,
OWN01577,bank_account,A00654,P00002,2022-06-11,
OWN01578,phone,PH00184,P00599,2023-08-05,
OWN01579,bank_account,A00861,P01589,2018-12-03,
OWN01580,bank_account,A00925,P01524,2022-05-11,
OWN01581,bank_account,A01646,P01240,2019-12-05,
OWN01582,vehicle,V00381,P00430,2019-08-02,
OWN01583,phone,PH00384,P01555,2019-12-09,
OWN01584,phone,PH01360,P00550,2022-05-26,
OWN01585,bank_account,A01718,P01134,2019-07-01,
OWN01586,vehicle,V00520,P01263,2025-01-01,
OWN01587,vehicle,V00020,P00052,2019-12-28,
OWN01588,bank_account,A01343,P00665,2023-05-16,
OWN01589,phone,PH01152,P00540,2020-04-16,
OWN01590,bank_account,A01561,P00022,2023-07-23,
OWN01591,phone,PH00435,P01597,2018-05-29,
OWN01592,phone,PH01663,P00570,2023-08-18,
OWN01593,phone,PH00606,P01081,2023-04-20,
OWN01594,phone,PH00005,P01736,2018-05-29,
OWN01595,vehicle,V00697,P01946,2024-07-07,
OWN01596,phone,PH00427,P00586,2023-03-25,
OWN01597,bank_account,A02197,P00341,2023-05-03,
OWN01598,bank_account,A00893,P00776,2025-09-23,
OWN01599,bank_account,A01587,P01285,2023-11-29,
OWN01600,bank_account,A00163,P00184,2022-03-04,
OWN01601,phone,PH00780,P00892,2018-12-17,
OWN01602,phone,PH01507,P00356,2021-07-26,
OWN01603,bank_account,A01606,P01617,2018-08-12,
OWN01604,vehicle,V00156,P00828,2018-05-14,
OWN01605,vehicle,V00130,P01768,2018-12-16,
OWN01606,vehicle,V00788,P01417,2018-04-22,
OWN01607,phone,PH01100,P01942,2022-11-26,
OWN01608,bank_account,A02122,P00308,2024-12-24,
OWN01609,bank_account,A01022,P00741,2025-03-21,
OWN01610,bank_account,A01198,P01112,2023-11-06,
OWN01611,phone,PH00434,P01621,2025-10-15,
OWN01612,vehicle,V00847,P01757,2025-03-25,
OWN01613,phone,PH02693,P01139,2019-01-04,
OWN01614,vehicle,V00130,P01768,2019-04-16,
OWN01615,phone,PH00505,P01702,2019-07-25,
OWN01616,bank_account,A01203,P01651,2018-10-08,
OWN01617,vehicle,V00650,P00808,2025-12-03,
OWN01618,phone,PH01883,P00023,2022-01-29,
OWN01619,vehicle,V00366,P00542,2024-02-27,
OWN01620,bank_account,A01472,P00077,2024-11-20,
OWN01621,bank_account,A00743,P00069,2021-01-21,
OWN01622,phone,PH00635,P01049,2024-12-22,
OWN01623,vehicle,V00169,P01687,2020-09-12,
OWN01624,vehicle,V00712,P00039,2024-09-22,
OWN01625,vehicle,V00366,P00542,2022-11-09,
OWN01626,vehicle,V00484,P01237,2021-04-23,
OWN01627,phone,PH01230,P00097,2024-12-31,
OWN01628,bank_account,A00728,P00076,2023-01-21,
OWN01629,bank_account,A01726,P00179,2023-08-09,
OWN01630,phone,PH02137,P00498,2025-10-31,
OWN01631,vehicle,V00336,P00535,2019-06-03,
OWN01632,bank_account,A00737,P00769,2022-05-25,
OWN01633,phone,PH01824,P00558,2018-05-04,
OWN01634,phone,PH01749,P00871,2019-02-15,
OWN01635,vehicle,V00323,P01765,2022-08-15,
OWN01636,vehicle,V00132,P01209,2019-04-10,
OWN01637,vehicle,V00844,P01449,2023-09-11,
OWN01638,phone,PH00331,P00552,2021-09-05,
OWN01639,vehicle,V00135,P01860,2018-06-12,
OWN01640,bank_account,A00942,P00162,2024-02-24,
OWN01641,bank_account,A02114,P00542,2025-08-26,
OWN01642,bank_account,A01226,P01867,2023-11-12,
OWN01643,bank_account,A01759,P01036,2018-10-01,
OWN01644,bank_account,A00084,P01437,2022-06-06,
OWN01645,vehicle,V00176,P00502,2025-07-03,
OWN01646,phone,PH01666,P01694,2024-10-21,
OWN01647,bank_account,A01313,P00697,2023-03-07,
OWN01648,phone,PH02456,P01616,2020-05-24,
OWN01649,phone,PH01703,P00517,2025-08-07,
OWN01650,vehicle,V00640,P01007,2025-02-15,
OWN01651,vehicle,V00140,P01805,2020-10-11,
OWN01652,phone,PH01505,P00313,2020-11-05,
OWN01653,vehicle,V00674,P01987,2019-04-18,
OWN01654,bank_account,A01837,P01848,2020-11-13,
OWN01655,vehicle,V00603,P00723,2019-12-11,
OWN01656,phone,PH02272,P00186,2020-03-01,
OWN01657,phone,PH02373,P00955,2023-11-27,
OWN01658,vehicle,V00170,P00410,2018-12-20,
OWN01659,bank_account,A02093,P00229,2020-12-10,
OWN01660,bank_account,A00490,P01552,2020-11-21,
OWN01661,vehicle,V00646,P01420,2025-10-04,
OWN01662,bank_account,A00775,P00325,2022-09-21,
OWN01663,bank_account,A01181,P00909,2024-07-03,
OWN01664,vehicle,V00587,P00682,2023-07-29,
OWN01665,vehicle,V00358,P01432,2025-01-12,
OWN01666,bank_account,A00978,P01086,2022-06-11,
OWN01667,vehicle,V00476,P01367,2019-11-11,
OWN01668,vehicle,V00350,P00150,2022-11-04,
OWN01669,phone,PH02023,P01567,2024-04-04,
OWN01670,vehicle,V00442,P00929,2018-07-17,
OWN01671,phone,PH00826,P01734,2018-11-13,
OWN01672,bank_account,A01961,P01218,2021-04-14,
OWN01673,phone,PH01350,P01426,2024-04-24,
OWN01674,bank_account,A02053,P01547,2024-05-17,
OWN01675,vehicle,V00375,P00973,2024-04-05,
OWN01676,bank_account,A00010,P00534,2025-07-26,
OWN01677,vehicle,V00725,P01980,2025-12-04,
OWN01678,bank_account,A01924,P00683,2018-06-27,
OWN01679,bank_account,A01831,P00413,2019-05-20,
OWN01680,bank_account,A01169,P00494,2018-05-13,
OWN01681,phone,PH00049,P00519,2021-09-18,
OWN01682,vehicle,V00748,P00458,2023-12-27,
OWN01683,vehicle,V00281,P01476,2025-05-13,
OWN01684,bank_account,A01438,P01555,2023-08-11,
OWN01685,vehicle,V00035,P01837,2021-01-17,
OWN01686,vehicle,V00046,P01485,2025-12-08,
OWN01687,phone,PH00239,P01950,2025-12-14,
OWN01688,bank_account,A00259,P00641,2022-06-15,
OWN01689,vehicle,V00212,P01591,2019-04-21,
OWN01690,bank_account,A01365,P00411,2024-05-06,
OWN01691,vehicle,V00335,P00244,2025-07-10,
OWN01692,bank_account,A00256,P01183,2023-06-12,
OWN01693,bank_account,A00228,P01498,2020-12-23,
OWN01694,bank_account,A00970,P00805,2022-05-13,
OWN01695,phone,PH01426,P01208,2023-09-20,
OWN01696,phone,PH01103,P01752,2021-07-28,
OWN01697,vehicle,V00030,P00587,2024-07-15,
OWN01698,phone,PH00622,P00146,2020-06-28,
OWN01699,bank_account,A00098,P01099,2025-04-02,
OWN01700,phone,PH00106,P01785,2022-01-15,
OWN01701,phone,PH00926,P01287,2018-05-15,
OWN01702,bank_account,A02051,P00452,2024-10-30,
OWN01703,bank_account,A01385,P00801,2023-06-21,
OWN01704,vehicle,V00765,P00580,2023-06-13,
OWN01705,phone,PH00955,P01221,2025-05-24,
OWN01706,bank_account,A01270,P00989,2024-06-22,
OWN01707,bank_account,A02156,P00576,2019-10-31,
OWN01708,vehicle,V00657,P00866,2024-08-01,
OWN01709,vehicle,V00779,P01916,2020-01-06,
OWN01710,bank_account,A01346,P01830,2023-05-19,
OWN01711,vehicle,V00052,P01392,2022-05-22,
OWN01712,bank_account,A02010,P00412,2023-05-06,
OWN01713,bank_account,A00771,P00981,2024-01-30,
OWN01714,bank_account,A01628,P00504,2020-11-23,
OWN01715,vehicle,V00501,P01138,2021-10-01,
OWN01716,vehicle,V00424,P01616,2024-05-09,
OWN01717,phone,PH00336,P01961,2023-08-29,
OWN01718,phone,PH02627,P01411,2018-04-12,
OWN01719,bank_account,A01095,P01802,2025-06-13,
OWN01720,phone,PH02560,P00056,2025-05-28,
OWN01721,bank_account,A00219,P00705,2025-03-11,
OWN01722,phone,PH01731,P00598,2024-07-08,
OWN01723,bank_account,A01017,P00124,2021-01-07,
OWN01724,bank_account,A02038,P01596,2020-12-31,
OWN01725,phone,PH01049,P01141,2021-05-11,
OWN01726,phone,PH00224,P00105,2019-03-12,
OWN01727,vehicle,V00208,P01584,2018-03-01,
OWN01728,phone,PH02546,P00458,2024-06-04,
OWN01729,vehicle,V00725,P01980,2023-05-28,
OWN01730,bank_account,A01161,P00636,2018-05-04,
OWN01731,phone,PH02650,P00308,2024-02-14,
OWN01732,vehicle,V00314,P01378,2023-04-09,
OWN01733,bank_account,A00280,P00072,2024-03-05,
OWN01734,bank_account,A01494,P00767,2024-03-13,
OWN01735,bank_account,A01055,P01736,2018-01-11,
OWN01736,phone,PH01849,P00941,2021-12-03,
OWN01737,vehicle,V00629,P00614,2021-01-18,
OWN01738,phone,PH00785,P00896,2020-09-08,
OWN01739,vehicle,V00261,P01778,2023-03-14,
OWN01740,bank_account,A00514,P00762,2020-09-02,
OWN01741,phone,PH00217,P00854,2020-09-11,
OWN01742,bank_account,A00384,P01890,2019-08-15,
OWN01743,vehicle,V00378,P01712,2018-12-10,
OWN01744,phone,PH02692,P00168,2021-07-10,
OWN01745,bank_account,A01130,P00373,2018-01-22,
OWN01746,phone,PH02297,P01936,2023-01-30,
OWN01747,bank_account,A00828,P01292,2022-09-23,
OWN01748,bank_account,A01826,P00593,2020-12-26,
OWN01749,vehicle,V00639,P01036,2024-09-30,
OWN01750,bank_account,A01632,P01883,2025-12-20,
OWN01751,bank_account,A00250,P00564,2021-05-04,
OWN01752,bank_account,A01663,P00940,2021-08-12,
OWN01753,vehicle,V00202,P00895,2018-04-04,
OWN01754,vehicle,V00461,P01567,2019-08-27,
OWN01755,bank_account,A01989,P00900,2020-09-01,
OWN01756,phone,PH00610,P00973,2022-01-20,
OWN01757,bank_account,A01800,P00188,2023-06-16,
OWN01758,phone,PH01595,P01750,2019-05-24,
OWN01759,phone,PH02252,P01247,2020-07-07,
OWN01760,bank_account,A00291,P01516,2021-10-25,
OWN01761,vehicle,V00264,P00420,2020-10-31,
OWN01762,vehicle,V00541,P01858,2020-06-22,
OWN01763,bank_account,A00487,P01992,2018-09-13,
OWN01764,vehicle,V00388,P00706,2018-11-22,
OWN01765,vehicle,V00247,P00505,2023-07-12,
OWN01766,vehicle,V00718,P00010,2024-05-21,
OWN01767,vehicle,V00299,P01904,2019-07-08,
OWN01768,phone,PH00302,P01409,2022-12-08,
OWN01769,bank_account,A00288,P01458,2020-06-15,
OWN01770,phone,PH00402,P01667,2021-01-19,
OWN01771,phone,PH02761,P00918,2022-11-09,
OWN01772,vehicle,V00048,P00195,2022-02-04,
OWN01773,phone,PH02607,P01704,2024-05-01,
OWN01774,phone,PH00630,P00070,2023-06-08,
OWN01775,phone,PH00640,P00963,2023-06-23,
OWN01776,phone,PH01166,P00468,2023-03-02,
OWN01777,phone,PH01492,P00281,2018-05-07,
OWN01778,bank_account,A01650,P01534,2018-09-14,
OWN01779,bank_account,A00934,P01202,2025-01-23,
OWN01780,phone,PH00946,P00256,2025-03-24,
OWN01781,bank_account,A01698,P00276,2019-06-24,
OWN01782,bank_account,A00487,P01992,2025-03-28,
OWN01783,bank_account,A00948,P00598,2019-05-11,
OWN01784,bank_account,A01052,P01423,2025-04-04,
OWN01785,phone,PH00226,P00990,2024-12-17,
OWN01786,vehicle,V00525,P00153,2025-03-08,
OWN01787,phone,PH01698,P01001,2025-04-13,
OWN01788,bank_account,A00853,P00689,2018-08-20,
OWN01789,bank_account,A00888,P00688,2019-06-14,
OWN01790,vehicle,V00804,P00094,2018-11-22,
OWN01791,bank_account,A00400,P01907,2018-07-04,
OWN01792,bank_account,A00212,P01736,2023-10-17,
OWN01793,phone,PH00526,P01941,2025-04-07,
OWN01794,vehicle,V00602,P00932,2023-11-19,
OWN01795,phone,PH01705,P01523,2019-11-29,
OWN01796,phone,PH01066,P00922,2020-11-10,
OWN01797,phone,PH01223,P00741,2019-07-23,
OWN01798,bank_account,A00452,P01526,2018-03-01,
OWN01799,vehicle,V00379,P01327,2022-08-10,
OWN01800,bank_account,A00445,P01270,2018-08-09,
OWN01801,bank_account,A02180,P01907,2019-12-28,
OWN01802,phone,PH00179,P00408,2025-08-29,
OWN01803,phone,PH00221,P00865,2024-05-12,
OWN01804,bank_account,A01462,P00643,2019-04-09,
OWN01805,vehicle,V00021,P00327,2019-09-21,
OWN01806,vehicle,V00262,P00326,2024-03-19,
OWN01807,phone,PH02191,P00870,2023-06-06,
OWN01808,vehicle,V00314,P01378,2024-07-15,
OWN01809,phone,PH01231,P01014,2019-10-16,
OWN01810,bank_account,A00030,P00162,2022-03-24,
OWN01811,vehicle,V00368,P01347,2025-08-28,
OWN01812,vehicle,V00758,P01438,2024-08-14,
OWN01813,phone,PH01363,P00597,2024-06-28,
OWN01814,bank_account,A01483,P00004,2023-09-10,
OWN01815,bank_account,A01304,P00814,2022-09-26,
OWN01816,vehicle,V00312,P00893,2020-04-04,
OWN01817,vehicle,V00148,P00705,2021-05-29,
OWN01818,vehicle,V00401,P00388,2021-02-08,
OWN01819,phone,PH01946,P00517,2019-05-27,
OWN01820,bank_account,A00848,P00252,2018-10-11,
OWN01821,bank_account,A01023,P00407,2025-06-13,
OWN01822,vehicle,V00111,P01272,2023-03-18,
OWN01823,phone,PH02685,P00825,2021-09-14,
OWN01824,phone,PH02303,P01664,2022-05-19,
OWN01825,vehicle,V00281,P01476,2022-07-30,
OWN01826,phone,PH01521,P01427,2025-04-27,
OWN01827,vehicle,V00774,P01999,2020-11-09,
OWN01828,phone,PH00270,P00042,2020-07-18,
OWN01829,bank_account,A00019,P01260,2022-06-21,
OWN01830,phone,PH00208,P01612,2019-05-13,
OWN01831,vehicle,V00133,P01034,2019-12-28,
OWN01832,bank_account,A00943,P00018,2019-10-08,
OWN01833,phone,PH02534,P00839,2025-03-03,
OWN01834,vehicle,V00085,P00204,2023-01-18,
OWN01835,bank_account,A00998,P01432,2025-10-10,
OWN01836,phone,PH00037,P01365,2019-02-14,
OWN01837,phone,PH01826,P01753,2023-03-20,
OWN01838,phone,PH01589,P01202,2025-03-19,
OWN01839,vehicle,V00457,P01662,2019-10-06,
OWN01840,bank_account,A01305,P00128,2024-01-26,
OWN01841,bank_account,A00147,P01320,2018-03-14,
OWN01842,bank_account,A02229,P01527,2024-05-07,
OWN01843,bank_account,A00405,P01921,2024-04-20,
OWN01844,vehicle,V00271,P00258,2020-08-06,
OWN01845,phone,PH00371,P00920,2021-12-19,
OWN01846,phone,PH01912,P01851,2019-05-03,
OWN01847,bank_account,A00988,P01685,2025-08-01,
OWN01848,phone,PH02220,P00157,2024-11-17,
OWN01849,bank_account,A01209,P01747,2021-06-05,
OWN01850,vehicle,V00448,P00556,2019-05-01,
OWN01851,bank_account,A02103,P01712,2018-08-14,
OWN01852,bank_account,A01890,P01382,2022-05-08,
OWN01853,bank_account,A00775,P00325,2020-12-10,
OWN01854,bank_account,A01125,P00117,2019-08-19,
OWN01855,vehicle,V00650,P00808,2018-10-16,
OWN01856,vehicle,V00444,P01131,2024-06-24,
OWN01857,vehicle,V00064,P00264,2020-02-02,
OWN01858,vehicle,V00017,P00345,2019-05-31,
OWN01859,bank_account,A00329,P00975,2023-02-18,
OWN01860,phone,PH00088,P01247,2020-12-18,
OWN01861,bank_account,A00496,P00166,2019-04-26,
OWN01862,vehicle,V00067,P00382,2023-02-13,
OWN01863,bank_account,A00319,P00280,2018-07-05,
OWN01864,bank_account,A02111,P01936,2024-06-22,
OWN01865,vehicle,V00805,P00866,2020-04-02,
OWN01866,vehicle,V00325,P01104,2024-10-10,
OWN01867,phone,PH01246,P01272,2023-05-22,
OWN01868,bank_account,A00541,P00968,2021-08-17,
OWN01869,vehicle,V00138,P00369,2019-09-15,
OWN01870,vehicle,V00219,P01902,2018-06-30,
OWN01871,vehicle,V00044,P00550,2021-04-11,
OWN01872,phone,PH00522,P00276,2020-12-16,
OWN01873,bank_account,A00594,P01785,2022-10-18,
OWN01874,vehicle,V00394,P00057,2023-01-15,
OWN01875,phone,PH00059,P01990,2019-09-01,
OWN01876,vehicle,V00164,P01521,2020-06-06,
OWN01877,bank_account,A00421,P01329,2021-02-16,
OWN01878,vehicle,V00302,P00434,2021-11-10,
OWN01879,bank_account,A01367,P00871,2024-12-12,
OWN01880,bank_account,A00291,P01516,2023-12-09,
OWN01881,bank_account,A01304,P00814,2023-11-30,
OWN01882,phone,PH00471,P01828,2019-05-24,
OWN01883,phone,PH02150,P00926,2019-10-03,
OWN01884,bank_account,A00701,P00802,2018-11-01,
OWN01885,phone,PH01682,P00721,2025-09-09,
OWN01886,phone,PH01096,P01598,2022-03-17,
OWN01887,phone,PH00485,P01961,2025-03-15,
OWN01888,vehicle,V00792,P00947,2024-10-08,
OWN01889,vehicle,V00258,P01337,2019-01-09,
OWN01890,bank_account,A00977,P01766,2023-09-21,
OWN01891,bank_account,A02109,P01372,2020-04-26,
OWN01892,phone,PH02510,P00503,2023-10-24,
OWN01893,bank_account,A00867,P01073,2023-05-03,
OWN01894,vehicle,V00827,P01054,2019-10-24,
OWN01895,phone,PH01943,P00388,2023-08-22,
OWN01896,vehicle,V00664,P01535,2024-03-04,
OWN01897,phone,PH02327,P00335,2022-01-18,
OWN01898,phone,PH00044,P01887,2018-12-13,
OWN01899,vehicle,V00657,P00866,2018-08-07,
OWN01900,phone,PH00392,P01147,2025-09-27,
OWN01901,phone,PH02542,P01495,2020-07-04,
OWN01902,bank_account,A02058,P01946,2022-11-15,
OWN01903,bank_account,A00029,P00668,2023-09-04,
OWN01904,vehicle,V00422,P01093,2022-01-09,
OWN01905,bank_account,A02247,P01742,2020-11-09,
OWN01906,bank_account,A01684,P01111,2020-03-17,
OWN01907,bank_account,A00243,P01587,2022-03-28,
OWN01908,bank_account,A01600,P00477,2019-01-03,
OWN01909,bank_account,A01265,P01515,2024-07-07,
OWN01910,bank_account,A00215,P01147,2020-04-20,
OWN01911,phone,PH02651,P01675,2018-11-05,
OWN01912,phone,PH01711,P00593,2024-02-03,
OWN01913,phone,PH00893,P00786,2020-04-29,
OWN01914,bank_account,A00241,P01106,2019-01-16,
OWN01915,vehicle,V00409,P01736,2020-02-10,
OWN01916,phone,PH00395,P01062,2019-12-15,
OWN01917,bank_account,A00855,P01676,2019-11-16,
OWN01918,vehicle,V00199,P01383,2021-06-03,
OWN01919,phone,PH02029,P01575,2022-11-26,
OWN01920,bank_account,A01200,P01508,2020-03-24,
OWN01921,bank_account,A02183,P01900,2022-12-11,
OWN01922,bank_account,A02061,P01455,2024-11-26,
OWN01923,phone,PH01523,P01674,2022-08-12,
OWN01924,vehicle,V00316,P01287,2023-07-13,
OWN01925,vehicle,V00540,P00157,2020-11-22,
OWN01926,phone,PH00495,P00717,2025-04-20,
OWN01927,phone,PH01098,P00229,2024-07-02,
OWN01928,phone,PH02038,P01425,2025-05-04,
OWN01929,bank_account,A01533,P01426,2023-04-11,
OWN01930,phone,PH02793,P01242,2021-07-22,
OWN01931,vehicle,V00780,P00684,2024-08-22,
OWN01932,bank_account,A01898,P01443,2023-06-08,
OWN01933,phone,PH01162,P01055,2021-09-05,
OWN01934,bank_account,A01246,P01014,2024-03-14,
OWN01935,phone,PH00221,P00865,2018-12-24,
OWN01936,bank_account,A01130,P00373,2025-08-31,
OWN01937,bank_account,A00322,P01733,2019-09-13,
OWN01938,phone,PH01999,P00293,2018-06-05,
OWN01939,bank_account,A01099,P01748,2021-12-18,
OWN01940,phone,PH01622,P01150,2019-03-10,
OWN01941,phone,PH01588,P01583,2025-01-09,
OWN01942,phone,PH00277,P00439,2020-11-16,
OWN01943,vehicle,V00473,P00127,2024-08-11,
OWN01944,vehicle,V00090,P00523,2020-12-30,
OWN01945,vehicle,V00296,P00390,2025-05-14,
OWN01946,phone,PH01434,P01312,2020-10-14,
OWN01947,bank_account,A00443,P01605,2019-11-29,
OWN01948,vehicle,V00264,P00420,2024-09-11,
OWN01949,bank_account,A00982,P00417,2023-05-04,
OWN01950,phone,PH00415,P01256,2025-01-26,
OWN01951,vehicle,V00821,P00461,2023-04-16,
OWN01952,bank_account,A01157,P01096,2024-05-18,
OWN01953,vehicle,V00144,P00956,2022-10-26,
OWN01954,bank_account,A01761,P01998,2021-09-28,
OWN01955,bank_account,A00667,P01386,2020-08-17,
OWN01956,bank_account,A00971,P01381,2020-06-18,
OWN01957,bank_account,A02009,P01052,2025-05-18,
OWN01958,phone,PH00334,P01067,2020-08-19,
OWN01959,bank_account,A00703,P00835,2021-10-29,
OWN01960,bank_account,A00407,P00199,2018-06-06,
OWN01961,phone,PH01542,P00339,2023-04-01,
OWN01962,vehicle,V00814,P01071,2020-08-24,
OWN01963,bank_account,A00605,P00455,2022-04-25,
OWN01964,bank_account,A00095,P00243,2021-04-27,
OWN01965,vehicle,V00582,P00445,2018-04-12,
OWN01966,vehicle,V00422,P01093,2020-01-16,
OWN01967,bank_account,A01777,P00329,2020-05-31,
OWN01968,phone,PH00252,P00747,2020-03-11,
OWN01969,vehicle,V00747,P01603,2023-03-29,
OWN01970,vehicle,V00783,P01031,2024-11-20,
OWN01971,bank_account,A01761,P01998,2025-12-07,
OWN01972,bank_account,A02041,P01772,2025-11-25,
OWN01973,vehicle,V00662,P01468,2024-12-20,
OWN01974,phone,PH01295,P01534,2021-10-02,
OWN01975,vehicle,V00047,P00186,2021-06-20,
OWN01976,vehicle,V00810,P01273,2023-08-13,
OWN01977,phone,PH00073,P01103,2024-05-27,
OWN01978,bank_account,A00372,P01728,2019-06-26,
OWN01979,bank_account,A02252,P00748,2018-03-06,
OWN01980,phone,PH00588,P00823,2020-07-19,
OWN01981,phone,PH00284,P00319,2025-04-08,
OWN01982,bank_account,A00343,P00334,2025-12-30,
OWN01983,phone,PH00063,P01422,2023-03-19,
OWN01984,bank_account,A00660,P01393,2024-03-12,
OWN01985,bank_account,A01495,P01207,2023-12-07,
OWN01986,phone,PH00876,P01794,2020-08-28,
OWN01987,phone,PH01639,P01208,2020-11-18,
OWN01988,bank_account,A01173,P01709,2021-10-22,
OWN01989,phone,PH00732,P01570,2022-10-13,
OWN01990,phone,PH02634,P01879,2021-06-16,
OWN01991,phone,PH02724,P00619,2019-12-29,
OWN01992,vehicle,V00340,P01033,2025-02-06,
OWN01993,bank_account,A01367,P00871,2021-08-14,
OWN01994,vehicle,V00715,P01685,2023-04-24,
OWN01995,bank_account,A01960,P00514,2018-07-16,
OWN01996,vehicle,V00726,P00534,2023-09-13,
OWN01997,bank_account,A01784,P01894,2022-05-12,
OWN01998,bank_account,A01522,P01674,2021-10-27,
OWN01999,vehicle,V00813,P00207,2022-11-29,
OWN02000,vehicle,V00346,P01448,2019-05-24,
OWN02001,bank_account,A02230,P00160,2024-07-29,
OWN02002,bank_account,A00650,P01359,2020-09-19,
OWN02003,phone,PH02234,P00082,2024-08-18,
OWN02004,phone,PH00834,P00254,2023-04-29,
OWN02005,bank_account,A01628,P00504,2021-12-16,
OWN02006,bank_account,A00172,P01799,2023-08-16,
OWN02007,bank_account,A00635,P01814,2019-05-29,
OWN02008,vehicle,V00197,P00243,2021-02-01,
OWN02009,vehicle,V00552,P01781,2021-11-12,
OWN02010,bank_account,A01929,P01883,2021-10-20,
OWN02011,phone,PH02538,P01912,2022-05-20,
OWN02012,bank_account,A02062,P01651,2021-10-10,
OWN02013,phone,PH01388,P01009,2021-07-03,
OWN02014,bank_account,A00775,P00325,2024-11-13,
OWN02015,bank_account,A01970,P00864,2020-07-29,
OWN02016,vehicle,V00553,P00334,2023-08-16,
OWN02017,vehicle,V00252,P00741,2022-12-07,
OWN02018,bank_account,A02059,P00936,2020-05-11,
OWN02019,bank_account,A00149,P01106,2021-02-02,
OWN02020,vehicle,V00216,P01478,2022-02-20,
OWN02021,phone,PH02064,P00709,2021-03-02,
OWN02022,bank_account,A00886,P01738,2022-11-01,
OWN02023,phone,PH02733,P01333,2018-08-18,
OWN02024,phone,PH01250,P00474,2024-11-16,
OWN02025,phone,PH01006,P00256,2023-12-07,
OWN02026,vehicle,V00047,P00186,2022-01-11,
OWN02027,bank_account,A00818,P00120,2023-06-24,
OWN02028,vehicle,V00473,P00127,2018-09-03,
OWN02029,vehicle,V00049,P01824,2021-04-23,
OWN02030,phone,PH00993,P01679,2023-07-08,
OWN02031,bank_account,A00206,P00952,2024-08-12,
OWN02032,vehicle,V00277,P01827,2023-01-28,
OWN02033,phone,PH00209,P01542,2024-06-04,
OWN02034,phone,PH02098,P00510,2022-06-17,
OWN02035,bank_account,A00005,P00996,2022-03-12,
OWN02036,phone,PH00782,P01255,2022-08-09,
OWN02037,phone,PH00215,P00461,2020-05-24,
OWN02038,phone,PH01192,P01815,2022-03-12,
OWN02039,bank_account,A01245,P01178,2024-04-13,
OWN02040,phone,PH01729,P00328,2018-12-11,
OWN02041,phone,PH00930,P00319,2021-06-20,
OWN02042,vehicle,V00168,P01838,2022-08-04,
OWN02043,bank_account,A00812,P00615,2024-06-22,
OWN02044,bank_account,A00796,P00207,2019-12-10,
OWN02045,bank_account,A01336,P01223,2022-03-10,
OWN02046,vehicle,V00762,P00680,2021-10-24,
OWN02047,vehicle,V00301,P00308,2021-02-23,
OWN02048,bank_account,A00661,P01252,2020-12-30,
OWN02049,bank_account,A01857,P01310,2025-07-09,
OWN02050,vehicle,V00176,P00502,2019-11-25,
OWN02051,vehicle,V00811,P00841,2021-11-04,
OWN02052,phone,PH00126,P01395,2020-03-20,
OWN02053,phone,PH02335,P00416,2019-11-08,
OWN02054,vehicle,V00338,P01568,2019-10-11,
OWN02055,phone,PH00922,P00999,2023-03-26,
OWN02056,bank_account,A01515,P00031,2018-11-13,
OWN02057,bank_account,A01140,P00523,2021-04-28,
OWN02058,bank_account,A01937,P01271,2022-06-16,
OWN02059,vehicle,V00705,P01310,2018-12-18,
OWN02060,phone,PH02525,P00627,2020-12-24,
OWN02061,phone,PH00998,P01811,2023-10-09,
OWN02062,bank_account,A02139,P00007,2021-02-11,
OWN02063,vehicle,V00217,P00929,2019-09-01,
OWN02064,vehicle,V00403,P00375,2021-01-05,
OWN02065,bank_account,A00295,P00779,2023-03-11,
OWN02066,bank_account,A01009,P01714,2019-06-16,
OWN02067,bank_account,A00005,P00996,2023-02-21,
OWN02068,vehicle,V00443,P01347,2021-11-11,
OWN02069,bank_account,A00740,P00782,2018-11-05,
OWN02070,vehicle,V00175,P01247,2020-08-29,
OWN02071,bank_account,A01761,P01998,2022-09-11,
OWN02072,vehicle,V00458,P00113,2022-07-28,
OWN02073,bank_account,A01055,P01736,2019-10-17,
OWN02074,vehicle,V00469,P00596,2020-10-18,
OWN02075,bank_account,A01448,P00091,2018-01-23,
OWN02076,bank_account,A00201,P01730,2022-04-30,
OWN02077,bank_account,A01758,P01555,2018-07-18,
OWN02078,phone,PH01281,P00633,2023-09-18,
OWN02079,vehicle,V00156,P00828,2021-07-14,
OWN02080,bank_account,A01339,P01330,2024-12-30,
OWN02081,phone,PH02064,P00709,2025-09-05,
OWN02082,bank_account,A01051,P01464,2021-05-12,
OWN02083,bank_account,A00327,P00777,2020-10-07,
OWN02084,bank_account,A01621,P01080,2020-09-23,
OWN02085,vehicle,V00234,P01554,2022-11-21,
OWN02086,phone,PH00086,P01982,2021-01-01,
OWN02087,phone,PH00011,P01330,2021-08-25,
OWN02088,vehicle,V00427,P01290,2025-05-14,
OWN02089,bank_account,A02116,P00071,2022-08-03,
OWN02090,vehicle,V00645,P01095,2025-10-05,
OWN02091,vehicle,V00252,P00741,2022-06-10,
